Name,Address,City,State
W. R. James Sr. Elementary School,41 PINETREE LANE,WILLINGBORO,NJ
W.C.K. Walls Elementary School,320 Grant Avenue,Pitman,NJ
Wahlstrom Early Childhood Academy,340 PROSPECT STREET,EAST ORANGE,NJ
Waldwick High School,155 WYCKOFF AVENUE,WALDWICK,NJ
Waldwick Middle School,155 WYCKOFF AVENUE,WALDWICK,NJ
Wallace Elementary School,1100 WILLOW AVENUE,HOBOKEN,NJ
Wallington Junior Senior High School,234 MAIN AVE,WALLINGTON,NJ
Walnut Street School,411 WALNUT ST,DELANCO,NJ
Walnut Street School,60 Walnut Street,Woodbury,NJ
Walter C. Black Elementary School,371 STOCKTON STREET,HIGHTSTOWN,NJ
Walter F. Robinson Community School,95 WEST 31ST STREET,BAYONNE,NJ
WALTER HILL SCHOOL,1815 KINGS HIGHWAY,SWEDESBORO,NJ
Walter Stillman School,75 TENAFLY ROAD,TENAFLY,NJ
Wandell School,97 E ALLENDALE RD,SADDLE RIVER,NJ
Warren E. Sooy Jr. Elementary School,601 N  FOURTH STREET,HAMMONTON,NJ
Warren Point Elementary School,30-07 BROADWAY,FAIR LAWN,NJ
Washington Avenue Elementary School,225 W  WASHINGTON AVENUE,PLEASANTVILLE,NJ
Washington Community School #9,191 AVENUE B,BAYONNE,NJ
Washington Elementary School,49 S  SUMMIT STREET,BERGENFIELD,NJ
Washington Elementary School,130 LIBERTY ST,LITTLE FERRY,NJ
Washington Elementary School,175 Albert Street,North Arlington,NJ
Washington Elementary School,600 SCHOOL STREET,TOWNSHIP OF WASHINGTON,NJ
Washington Elementary School,201 CENTRAL AVE,WEST CALDWELL,NJ
Washington Elementary School,289 MAIN ST,W ORANGE,NJ
Washington Elementary School,80 BELGROVE DR,KEARNY,NJ
Washington Elementary School,331 EMORY AVENUE,TRENTON,NJ
Washington Irving School #4,12 MADONNA PLACE,GARFIELD,NJ
Washington Middle School,One North Fifth Street,HARRISON,NJ
Washington School,310 N  MAIN STREET,LODI,NJ
Washington School,709 RIDGE RD,LYNDHURST,NJ
Washington School,89 WOOD ST,RUTHERFORD,NJ
Washington School,225 Market Street,Saddle Brook,NJ
Washington School,71 Spring Street,Millburn,NJ
Washington School,155 WASHINGTON AVE,NUTLEY,NJ
Washington Township High School,519 HURFFVILLE  CROSSKEYS RD,SEWELL,NJ
Watchung Elementary School,14 GARDEN ST,MONTCLAIR,NJ
Waterford Elementary School,1106 OLD WHITE HORSE PIKE,WATERFORD,NJ
Watsessing Elementary School,71 Prospect Street,Bloomfield,NJ
Wedgwood Elementary School,236 HURFFVILLE RD,SEWELL,NJ
Weehawken High School,53 LIBERTY PLACE,WEEHAWKEN,NJ
Weequahic High School,279 CHANCELLOR AVE,NEWARK,NJ
Wenonah Elementary School,200 N CLINTON AVE,WENONAH,NJ
Wesley D Tisdale Elementary School,200 ISLAND AVENUE,RAMSEY,NJ
West Amwell Township School,1417 Rt 179,Lambertville,NJ
West Avenue School,51 NORTH WEST AVENUE,BRIDGETON,NJ
West Brook Middle School,560 ROOSEVELT BOULEVARD,PARAMUS,NJ
West Cape May Elementary School,301 Moore Street,West Cape May,NJ
West Deptford High School,1600 OLD CROWN POINT RD,WEST DEPTFORD,NJ
West Deptford Middle School,675 GROVE RD,WEST DEPTFORD,NJ
West End Memorial Elementary School,215 Queen Street,Woodbury,NJ
West Essex High School,65 WEST GREENBROOK RD,NORTH CALDWELL,NJ
West Essex Middle School,65 WEST GREENBROOK RD,NORTH CALDWELL,NJ
West New York Middle School,201 57TH ST,WEST NEW YORK,NJ
West Orange High School,51 CONFORTI AVE,WEST ORANGE,NJ
West Ridge Elementary School,18 South  First Street,PARK RIDGE,NJ
West Side High School,403 South Orange Avenue,Newark,NJ
West Windsor-Plainsboro High School North,90 GROVERS MILL ROAD,PLAINSBORO,NJ
West Windsor-Plainsboro High School South,346 CLARKSVILLE ROAD,West Windsor,NJ
Westampton Campus,20 PIONEER BLVD,WESTAMPTON,NJ
Westampton Township Middle School,700 RANCOCAS ROAD,WESTAMPTON,NJ
Westmoreland Elementary School,16-50 Parmelee Ave.,FAIR LAWN,NJ
Westwood Junior/Senior High School,701 RIDGEWOOD ROAD,TOWNSHIP OF WASHINGTON,NJ
Westwood Regional Middle School,23 THIRD AVENUE,WESTWOOD,NJ
Weymouth Township Elementary School,1202 ELEVENTH AVENUE,DOROTHY,NJ
Whitehall Elementary School,161 WHITEHALL RD,WILLIAMSTOWN,NJ
Whitehouse School,50 WHITEHOUSE AVE,WHITEHOUSE STATION,NJ
Whitman Elementary School,827 WHITMAN SCHOOL DR,TURNERSVILLE,NJ
Whitney E. Houston Academy,215 DODD ST,EAST ORANGE,NJ
"Whitney M. Young, Jr. School",135 STEGMAN ST,JERSEY CITY,NJ
Wilbur Watts Intermediate School,550 HIGH STREET,BURLINGTON,NJ
Wildwood High School,4300 PACIFIC AVE,WILDWOOD,NJ
Wildwood Middle School,4300 PACIFIC AVE,WILDWOOD,NJ
Willard Elementary School,601 MORNINGSIDE RD,RIDGEWOOD,NJ
William Allen Middle School,801 N  STANWICK ROAD,MOORESTOWN,NJ
William Cullen Bryant School,1 TRYON AVENUE,TEANECK,NJ
William Davies Middle School,1876 DR  DENNIS FOREMAN DRIVE,MAYS LANDING,NJ
William G. Rohrer Middle School,101 MACARTHUR BOULEVARD,WESTMONT,NJ
William H. Ross III School,101 N  HAVERFORD AVENUE,MARGATE,NJ
William L Antheil Elementary School,339 EWINGVILLE ROAD,EWING,NJ
William L Dickinson High School,2 PALISADE AVE,JERSEY CITY,NJ
William P Tatem Elementary School,265 LINCOLN AVENUE,COLLINGSWOOD,NJ
Williamstown Middle School,561 CLAYTON RD,WILLIAMSTOWN,NJ
Willingboro High School,20 JFK WAY,WILLINGBORO,NJ
Willingboro Memorial Middle Schcool,451 Van Sciver Parkway,WILLINGBORO,NJ
Willliamstown High School,700 N TUCKAHOE RD,WILLIAMSTOWN,NJ
Wilson Avenue School,19 WILSON AVE,NEWARK,NJ
Wilson Elementary School,71 ORTON RD,WEST CALDWELL,NJ
Wilson Elementary School,175 GIRARD AVENUE,TRENTON,NJ
Wilson School,80 UNION STREET,LODI,NJ
Winslow Township Elementary School Five,130 OAK LEAF ROAD,BERLIN,NJ
Winslow Township Elementary School Four,541 KALI ROAD,SICKLERVILLE,NJ
Winslow Township Elementary School One,413 INSKIP ROAD,BLUE ANCHOR,NJ
Winslow Township Elementary School Six,617 SICKLER AVENUE,SICKLERVILLE,NJ
Winslow Township Elementary School Three,131 SICKLERVILLE ROAD,SICKLERVILLE,NJ
Winslow Township Elementary School Two,125 FIRST AVENUE,SICKLERVILLE,NJ
Winslow Township High School,10 COOPER FOLLY ROAD,ATCO,NJ
Winslow Township Middle School,30 COOPER FOLLY ROAD,ATCO,NJ
Wood-Ridge Intermediate School,151 FIRST STREET,WOOD-RIDGE,NJ
Wood-Ridge Jr/Sr High School,258 HACKENSACK ST,WOOD  RIDGE,NJ
Woodbine Elementary School,801 WEBSTER STREET,WOODBINE,NJ
Woodbury Heights Elementary,100 ACADEMY AVE,WOODBURY HTS,NJ
Woodbury Jr-Sr High School,25 N. Broad Street,Woodbury,NJ
Woodcliff Middle School,134 WOODCLIFF AVE,WOODCLIFF LAKE,NJ
Woodcrest Elementary School,400 Cranford Dr.,CHERRY HILL,NJ
Woodglen School,70 BUNNVALE ROAD,CALIFON,NJ
Woodland Middle School,1 SCHOOL LANE,BARRINGTON,NJ
Woodlynne Boro Public School,131 ELM AVENUE,WOODLYNNE,NJ
Woodrow Wilson Community School,101 WEST 56TH STREET,BAYONNE,NJ
Woodrow Wilson High School,3100 Federal Street,CAMDEN,NJ
WOODROW WILSON SCHOOL #5,205 OUTWATER LANE,GARFIELD,NJ
Woodruff Middle School,1385 Highway 77,Seabrook,NJ
Woodside Avenue School,305 Woodside Avenue,Franklin Lakes,NJ
Woodside Elementary School,801 RIVERVALE RD,RIVER VALE,NJ
Wyoming School,55 MYRTLE AVE,MILLBURN,NJ
Yantacaw School,20 YANTACAW PLACE,NUTLEY,NJ
Yardville Elementary School,450 YARDVILLE  ALLENTOWN RD,HAMILTON,NJ
Yardville Heights Elementary School,3880 SOUTH BROAD STREET,HAMILTON,NJ
Yorkship Elementary School,1251 Collings Road,CAMDEN,NJ
Zane North Elementary School,801 STOKES AVENUE,COLLINGSWOOD,NJ
